name,type,size,environment,cr,hp,ac,str,dex,con,int,wis,cha,speed_walk,speed_fly,speed_swim,speed_burrow,speed_climb,damage_resistances,damage_immunities,damage_vulnerabilities,resist_count,immune_count,vuln_count,senses_count,blindsight,darkvision,tremorsense
Remorhaz Spawn,Monstrosity,Large,,5,95,14,18,14,18,4,12,5,30,0,0,20,0,,"cold, fire",,0,2,0,3,0,1,1
Remorhaz,Monstrosity,huge,,11,216,17,32,12,28,4,10,4,30,0,0,20,0,Monstrosity Resilience,"cold,fire",,1,2,0,2,0,1,1
Repository,Construct,Medium,,7,110,15,19,10,18,16,12,6,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons","poison, psychic",,3,2,0,2,0,1,0
Resinous Frog,Beast,Small,,1/4,19,12,14,9,16,3,11,6,30,0,0,0,0,,,,0,0,0,1,0,0,0
Revenant,Undead,Medium,,5,110,13,18,16,18,10,12,18,30,0,0,0,0,"necrotic, psychic",poison,,2,1,0,2,0,1,0
Revilock,Humanoid,Medium,,2,39,12,14,14,14,14,10,8,30,0,0,0,0,,,,0,0,0,3,1,0,0
Rhinoceros,Beast,Large,"Desert, Grassland",2,45,11,21,8,15,2,12,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Rhinoceros,Beast,Large,,2,45,12,20,8,14,2,12,4,40,0,0,0,0,,,,0,0,0,1,0,0,0
Rhinoceros,Beast,large,,2,63,11,20,8,14,2,12,6,40,0,0,0,0,"bludgeoning,stunned",,,2,0,0,1,0,0,0
Riding Horse,Beast,Large,"Urban, Settlement, Grassland",1/4,13,10,16,10,12,2,11,7,60,0,0,0,0,,,,0,0,0,1,0,0,0
Riding Horse,Beast,Large,,1/4,19,10,16,12,12,2,10,6,60,0,0,0,0,,,,0,0,0,1,0,0,0
Rift Swine,Aberration,Large,,5,110,15,18,10,17,4,12,5,40,0,0,0,0,"force, poison",,,2,0,0,2,0,1,0
Rift Swine,Aberration,Large,,5,127,15,18,10,17,4,12,5,40,0,0,0,0,"force, poison",False,False,2,1,1,2,0,1,0
Righteous Sentinel,Construct,Large,,9,104,15,21,10,18,8,11,3,30,0,0,0,0,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",thunder,0,5,1,2,0,1,0
Rime Worm Grub,Elemental,Medium,,1,45,13,16,12,16,4,12,3,30,0,30,20,0,cold,,,1,0,0,2,0,1,0
Rimewing,Beast,Small,,1/4,22,12,11,14,12,3,10,7,25,30,0,0,0,,cold,,0,1,0,2,0,1,0
Rime Worm,Elemental,Large,,6,114,15,20,14,19,6,14,3,30,0,0,30,0,False,cold,False,1,1,1,2,0,1,0
Rime Worm Grub,Elemental,Medium,,1,45,13,16,12,16,4,12,3,20,0,0,30,0,cold,False,False,1,1,1,2,0,1,0
Ring Servant,Construct,Large,,8,114,15,20,10,18,8,13,10,0,60,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,6,1,0,2,0,1,0
Risen Reaver,Undead,Large,,7,168,15,19,16,20,9,7,6,40,0,0,0,0,,,,0,0,0,2,0,1,0
Risen Reaver,Undead,Large,,7,168,15,19,16,20,9,7,6,40,0,0,0,0,False,False,False,1,1,1,2,0,1,0
River Dragon Wyrmling,Dragon,Medium,,2,44,16,12,14,12,10,14,10,50,60,60,0,0,damage from nonmagical weapons,,,1,0,0,3,0,1,1
River King,Fey,Medium,,16,190,18,21,17,20,14,13,17,60,0,0,0,0,"cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",poison,False,7,1,1,3,1,1,0
Roachling Lord,Humanoid,Small,,2,63,15,10,16,12,10,10,10,25,0,0,0,0,,,,0,0,0,3,0,1,1
Roachling Scout,Humanoid,Small,,2,63,14,10,18,13,10,14,8,25,0,0,0,15,,,,0,0,0,3,0,1,1
Roachling Skirmisher,Humanoid,Small,,1/4,7,13,10,14,11,10,9,8,25,0,0,0,0,,,,0,0,0,3,0,1,1
Roachling Lord,Humanoid,Small,,2,63,15,10,16,12,10,10,10,25,0,0,0,0,False,False,False,1,1,1,3,0,1,1
Roachling Skirmisher,Humanoid,Small,,1/4,21,13,10,14,11,10,9,8,25,0,0,0,0,False,False,False,1,1,1,3,0,1,1
Robot Drone,Construct,tiny,,1/2,21,15,6,16,12,4,12,6,20,40,0,0,0,,"prone,Construct Resilience",lightning,0,2,1,1,0,1,0
Roc,Monstrosity,Gargantuan,"Hill, Mountains, Coastal, Grassland, Arctic, Hills, Mountain, Water, Desert",11,248,15,28,10,20,3,10,9,20,120,0,0,0,,,,0,0,0,1,0,0,0
Roc,Beast,Gargantuan,,13,232,15,28,10,20,3,12,8,20,120,0,0,0,,,,0,0,0,1,0,0,0
Roc Juvenile,Beast,Huge,,8,147,14,22,12,18,3,12,8,25,100,0,0,0,,,,0,0,0,1,0,0,0
Roc,Monstrosity,gargantuan,,11,235,15,28,18,28,2,18,16,20,120,0,0,0,Monstrosity Resilience,,blinded,1,0,1,1,0,0,0
Rochade,Fey,Small,,1/2,27,14,10,18,12,6,10,8,30,0,0,0,20,,,,0,0,0,2,0,1,0
Rock Roach,Beast,Medium,,2,67,16,15,14,17,1,6,1,30,0,0,20,0,bludgeoning,,,1,0,0,2,1,0,0
Rock Salamander,Elemental,Tiny,,1/2,27,13,8,17,14,5,13,8,20,0,0,20,20,,poison,,0,1,0,3,0,1,1
Rockwood,Elemental,Huge,,6,94,17,20,8,19,10,15,10,30,0,0,15,0,nonmagic B/P/S attacks,poison,thunder,1,1,1,3,0,1,1
Roggenwolf,Monstrosity,Medium,,2,60,13,14,16,13,5,13,14,40,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",,,3,0,0,2,0,1,0
Roper,Monstrosity,Large,"Underdark, Caverns",5,93,20,18,8,17,7,16,6,10,0,0,0,10,,,,0,0,0,2,0,1,0
Roper,Monstrosity,Large,,5,93,20,18,8,16,6,14,4,10,0,0,0,10,,,,0,0,0,3,1,1,0
Roper,Monstrosity,large,,5,111,20,24,8,16,6,16,6,15,0,0,0,10,Monstrosity Resilience,,thunder,1,0,1,1,0,1,0
Rotsam,Ooze,Tiny,,2,45,13,5,16,14,1,9,6,10,0,30,0,0,,necrotic,,0,1,0,2,1,0,0
Rotsam Swarm,Ooze,Large,,6,142,9,19,8,18,1,9,6,10,0,30,0,0,"bludgeoning, piercing, slashing",necrotic,,3,1,0,2,1,0,0
Rotting Wind,Undead,Large,,6,82,15,14,20,15,7,12,10,0,60,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,3,2,0,2,1,0,0
Rotting Wind,Undead,Large,,6,110,15,14,20,16,12,10,10,60,0,0,0,0,False,"necrotic, poison",False,1,2,1,2,1,0,0
Rubezahl,Fiend,Medium,,10,110,15,20,15,14,11,12,18,50,0,0,0,0,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, thunder, poison",,5,3,0,3,1,1,0
Rubezahl,Fiend,Medium,,10,136,15,20,15,14,11,12,18,50,0,0,0,0,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, thunder, poison",False,5,3,1,3,1,1,0
Ruby Ooze,Ooze,Medium,,6,93,9,14,8,18,2,6,1,20,0,0,0,20,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, fire",lightning,3,2,1,2,1,0,0
Rug of Smothering,Construct,Large,"Ruin, Laboratory",2,33,12,17,14,10,1,3,1,10,0,0,0,0,,"poison, psychic",,0,2,0,2,1,0,0
Rug of Smothering,Construct,Large,,2,45,12,16,14,14,1,10,1,30,0,0,0,0,bludgeoning,"poison, psychic",,1,2,0,2,1,0,0
Rug of Smothering,Construct,large,,2,45,12,16,14,10,1,2,1,10,15,0,0,0,,"blinded,deafened,Construct Resilience",fire,0,3,1,1,0,0,0
Rum Gremlin,Fey,Tiny,,1/2,22,13,10,16,14,12,9,12,20,0,10,0,10,,,,0,0,0,2,0,1,0
Rum Lord,Fey,Small,,4,78,15,18,14,17,12,9,16,20,0,10,0,10,,,,0,0,0,2,0,1,0
Rum Gremlin,Fey,Tiny,,1/2,27,13,10,16,14,12,9,12,10,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Runeswarm,Construct,Large,,10,150,15,3,20,15,2,12,18,0,60,0,0,0,"bludgeoning, piercing, slashing",,,3,0,0,2,1,0,0
Rusalka,Undead,Medium,,6,88,14,17,13,12,11,15,18,30,0,40,0,0,,"necrotic, poison; piercing and slashing from nonmagical attacks",,0,4,0,2,0,1,0
Rust Drake,Dragon,Medium,,8,161,17,20,15,19,12,8,8,30,100,0,5,0,,poison,acid,0,1,1,2,0,1,0
Rust Monster,Monstrosity,Medium,"Underdark, Caverns",1/2,27,14,13,12,13,2,13,6,40,0,0,0,0,,,,0,0,0,2,0,1,0
Rust Monster,Monstrosity,Medium,,1/2,27,15,12,12,12,2,12,6,40,0,0,0,0,,,,0,0,0,2,0,1,0
Rust Monster,Monstrosity,medium,,1/2,23,14,12,12,12,2,12,6,40,0,0,0,20,Monstrosity Resilience,,,1,0,0,2,0,1,1
Rust Drake,Dragon,Medium,,8,161,17,20,15,19,12,8,8,80,30,0,0,0,False,poison,acid,1,1,1,2,0,1,0
Saber-Toothed Tiger,Beast,Large,"Jungle, Mountains, Mountain, Tundra, Forest, Arctic",2,52,12,18,14,15,3,12,8,40,0,0,0,0,,,,0,0,0,1,0,0,0
Saber-Toothed Tiger,Beast,Large,,2,45,12,20,14,14,3,12,6,40,0,0,0,0,,,,0,0,0,1,0,0,0
Sahuagin,Humanoid,Medium,"Underwater, Desert, Coastal, Water",1/2,22,12,13,11,12,12,13,9,30,0,40,0,0,,,,0,0,0,2,0,1,0
Sahuagin,Humanoid,Medium,,1/2,22,12,12,10,12,10,12,10,30,0,40,0,0,,,,0,0,0,2,0,1,0
Sahuagin Champion,Humanoid,Medium,,5,90,16,18,18,16,10,12,14,40,0,40,0,0,,,,0,0,0,2,0,1,0
Sahuagin,Humanoid,medium,,1/2,25,12,10,10,12,12,12,8,30,0,40,0,0,,,,0,0,0,1,0,1,0
Salamander,Elemental,Large,"Underdark, Plane Of Fire, Caverns",5,90,15,18,14,15,11,10,12,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",fire,cold,3,1,1,2,0,1,0
Salamander,Elemental,Large,,6,90,15,18,14,14,10,10,12,30,0,0,0,0,damage from nonmagical weapons,fire,,1,1,0,2,0,1,0
Salamander Monarch,Elemental,Large,,13,161,17,20,18,18,15,14,18,30,0,0,0,0,,"fire; bludgeoning, piercing, and slashing from nonmagical attacks",cold,0,4,1,2,0,1,0
Salamander Noble,Elemental,Huge,,8,136,15,18,14,14,10,10,12,30,0,0,0,0,damage from nonmagical weapons,fire,,1,1,0,2,0,1,0
Salamander Nymph,Elemental,Medium,,1,27,14,14,14,12,8,10,8,30,0,0,0,0,,fire,,0,1,0,2,0,1,0
Salamander,Elemental,large,,5,114,15,16,14,14,10,10,14,30,0,0,0,0,"bludgeoning,piercing,and slashing damage from nonmagical attacks",fire,cold,3,1,1,1,0,1,0
Salt Devil,Fiend,Medium,,6,93,13,18,13,18,13,14,15,30,0,0,0,0,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",,5,2,0,2,0,1,0
Salt Golem,Construct,Large,,10,110,17,20,9,20,3,11,1,20,0,0,0,0,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,0,6,0,2,0,1,0
Salt Devil,Fiend,Medium,,6,93,13,18,13,18,13,14,15,30,0,0,0,0,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison",False,5,2,1,2,0,1,0
Salt Golem,Construct,Large,,10,115,17,20,9,20,3,11,1,20,0,0,0,0,False,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",False,1,6,1,2,0,1,0
Sammael,Celestial,Medium,,7,104,16,18,10,14,10,19,12,30,40,0,0,0,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",,,4,0,0,2,0,1,0
Sand Hag,Monstrosity,Medium,,5,112,17,18,15,16,16,14,16,30,0,0,30,0,,,,0,0,0,2,0,1,0
Sand Ray,Aberration,Large,,8,97,13,18,16,14,12,12,12,10,50,0,0,0,bludgeoning,,,1,0,0,2,0,1,0
Sand Silhouette,Undead,Medium,,6,105,15,18,12,17,7,12,10,30,0,0,30,0,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",,3,2,0,3,0,1,1
Sand Spider,Beast,Large,,7,105,15,20,17,14,4,12,4,30,0,0,20,0,,,,0,0,0,3,0,1,1
Sand Worm,Monstrosity,Gargantuan,,15,247,18,28,8,22,2,10,4,50,0,0,20,0,,,,0,0,0,3,1,0,1
Sanddrift Drake,Dragon,Large,,6,102,16,13,19,17,7,15,7,40,0,0,40,20,poison,fire,,1,1,0,3,0,1,1
Sand Hag,Fey,Medium,,6,120,17,18,15,16,16,14,16,30,0,0,30,0,False,False,False,1,1,1,2,0,1,0
Sandman,Celestial,Medium,,5,82,14,11,19,16,13,14,19,40,0,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic",,6,2,0,2,0,0,0
Sandman,Celestial,Medium,,5,82,14,11,19,16,13,14,19,40,0,0,0,0,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic",False,6,2,1,2,0,0,0
Sand Silhouette,Undead,Medium,,6,105,15,18,12,17,7,12,10,30,0,0,30,0,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",False,3,2,1,3,0,1,1
Sand Spider,Beast,Large,,7,135,15,20,17,14,4,12,4,20,0,0,30,0,False,False,False,1,1,1,3,0,1,1
Sandwyrm,Dragon,Large,,6,142,15,20,12,18,5,13,8,20,0,0,40,0,,,,0,0,0,3,0,1,1
Sandwyrm,Dragon,Large,,6,142,15,20,12,18,5,13,8,40,0,0,20,0,False,False,False,1,1,1,3,0,1,1
Sap Demon,Ooze,Small,,4,67,13,14,6,12,10,14,10,20,0,0,0,20,piercing and slashing from nonmagical attacks,"bludgeoning; acid, lightning",,2,3,0,2,1,0,0
Sap Demon,Ooze,Small,,4,81,13,14,6,12,7,14,7,20,0,0,0,0,bludgeoning,acid,False,1,1,1,2,1,0,0
Sapphire Dragon Wyrmling,Dragon,Medium,,3,58,17,16,16,14,16,14,12,30,60,0,15,0,,psychic,,0,1,0,2,0,1,0
Sapphire Jelly,Ooze,Medium,,6,144,9,16,8,18,3,12,12,30,0,0,0,0,,"cold, poison",,0,2,0,2,1,0,0
Sarcophagus Slime,Undead,Medium,,5,105,11,14,12,18,3,12,12,20,0,0,0,0,"acid, necrotic",poison,,2,1,0,2,1,0,0
Sarcophagus Slime,Undead,Medium,,5,102,11,14,12,18,3,12,12,20,0,0,0,0,"acid, necrotic",poison,False,2,1,1,2,1,0,0
Sarsaok,Monstrosity,Huge,,7,136,17,21,12,18,3,12,8,40,0,0,0,0,piercing,"fire, poison",cold,1,2,1,2,0,1,0
Sasori Fukurowashi,Fey,Medium,,9,123,17,17,19,15,11,21,19,40,80,0,0,20,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison,,8,1,0,2,0,0,0
Sasquatch,Beast,Large,,5,119,14,18,14,16,4,12,7,40,0,0,0,40,,,,0,0,0,2,0,1,0
Satarre,Humanoid,medium,,1,40,12,14,12,12,10,10,12,30,0,0,0,0,"necrotic,Void Strength",,,2,0,0,1,0,1,0
Sathaq Worm,Elemental,Huge,,10,172,16,22,6,20,5,12,9,20,0,20,20,0,"fire; bludgeoning, piercing, and slashing from nonmagical attacks","acid, poison",thunder,4,2,1,2,0,0,1
Sathaq Worm,Elemental,Huge,,10,149,16,22,6,20,5,12,9,40,0,0,20,0,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, poison",False,3,2,1,2,0,0,1
Satyr,Fey,Medium,"Jungle, Hills, Feywild, Forest",1/2,31,14,12,16,11,12,10,14,40,0,0,0,0,,,,0,0,0,1,0,0,0
Satyr,Fey,Medium,,1/2,22,13,12,14,10,10,10,16,40,0,0,0,0,,,,0,0,0,1,0,0,0
Satyr,Fey,medium,,1/2,23,13,12,16,10,12,10,20,40,0,0,0,0,Fey Resilience,,,1,0,0,1,0,0,0
Savager,Beast,Large,,8,115,17,22,14,22,2,10,13,40,0,0,0,20,"bludgeoning, piercing, and slashing from nonmagical attacks",,,3,0,0,2,0,1,0
Savager,Beast,Large,,8,105,17,22,14,21,2,10,13,20,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",False,False,3,1,1,2,0,1,0
Savior Lumen,Celestial,Large,,5,114,15,14,20,18,10,15,16,20,50,30,20,0,"acid, bludgeoning, cold, fire, piercing, radiant, slashing",poison ,,7,1,0,2,0,1,0
Sazakan,Elemental,Medium,,8,142,16,17,14,16,11,18,9,30,0,0,0,0,nonmagic B/P/S attacks,,,1,0,0,3,1,1,0
"Scarab, Ruin",Undead,Large,,6,136,15,17,14,16,3,14,4,30,15,0,0,15,,,,0,0,0,2,1,0,0
"Scarab, Suncatcher",Beast,Gargantuan,,10,145,19,20,14,18,1,12,16,30,15,0,40,0,nonmagic B/P/S attacks,,,1,0,0,2,1,0,0
Scarecrow,Construct,Medium,,1,31,12,12,14,10,6,10,14,30,0,0,0,0,"bludgeoning, piercing",poison,,2,1,0,2,0,1,0
Scarecrow Harvester,Construct,Medium,,4,67,14,16,18,16,12,14,16,40,0,0,0,0,"bludgeoning, piercing",poison,,2,1,0,2,0,1,0
Scarlet Ibis,Monstrosity,Medium,,5,135,14,13,14,16,11,15,18,20,40,0,0,0,,,,0,0,0,2,0,1,0
Scarsupial,Beast,Small,,2,39,13,16,12,16,2,13,10,30,0,0,0,30,,,,0,0,0,1,0,0,0
Scheznyki,Fey,Small,,6,153,16,19,15,18,15,16,16,20,0,0,0,15,,,,0,0,0,2,0,1,0
Scheznyki,Fey,Small,,6,135,16,19,15,18,15,16,16,40,15,0,0,0,False,False,False,1,1,1,2,0,1,0
Scitalis,Monstrosity,Large,,2,58,13,16,12,12,2,18,3,20,0,30,0,0,cold,,,1,0,0,2,1,0,0
Scorch Drake,Dragon,large,,6,145,15,16,12,18,6,20,8,40,60,0,0,0,,fire,cold,0,1,1,1,0,1,0
Scorchrunner Jackal,Monstrosity,Medium,,1,38,13,9,16,12,4,14,10,30,0,0,0,0,,fire,,0,1,0,1,0,0,0
Scorpion,Beast,Tiny,"Desert, Grassland",0,1,11,2,11,8,1,8,2,10,0,0,0,0,,,,0,0,0,2,1,0,0
Scorpion,Beast,Tiny,,0,1,11,2,10,8,1,8,4,10,0,0,0,0,,,,0,0,0,2,1,0,0
Scorpion Cultist,Humanoid,Medium,,1/2,19,13,11,14,15,10,13,10,30,0,0,0,0,poison,,,1,0,0,1,0,0,0
Scorpion Cultist,Humanoid,Medium,,1/2,26,13,11,17,15,10,13,10,30,0,0,0,0,poison,False,False,1,1,1,1,0,0,0
Scorpionfolk,Monstrosity,Large,,3,52,15,14,12,14,10,10,10,40,0,0,0,0,,,,0,0,0,1,0,0,0
Scorpionfolk Imperator,Monstrosity,Large,,5,52,15,14,12,14,18,10,10,40,0,0,0,0,,,,0,0,0,1,0,0,0
Scout,Humanoid,Medium,"Hill, Desert, Underdark, Grassland, Mountains, Coastal, Tundra, Swamp, Feywild, Mountain, Forest, Arctic, Jungle, Hills, Caverns",1/2,16,13,11,14,12,11,13,11,30,0,0,0,0,,,,0,0,0,1,0,0,0
Scout,Humanoid,Medium,,1/2,19,15,10,16,14,10,14,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Scout,Humanoid,medium,,1/2,25,13,10,14,12,10,16,10,30,0,0,0,0,,,,0,0,0,1,0,0,0
Scrag,Giant,Large,,5,84,15,18,12,20,8,12,8,40,0,30,0,0,,,,0,0,0,2,0,1,0
Scribe Devil,Fiend,Medium,,5,82,15,14,16,16,18,14,17,30,30,0,0,0,"cold; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with silvered weapons","fire, poison",,4,2,0,2,0,1,0
Scrofin,Fey,Medium,,2,68,13,16,13,18,9,9,10,40,0,0,0,0,,,,0,0,0,2,0,1,0
Scroll Mummy,Undead,Medium,,6,105,12,16,8,17,18,11,14,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, necrotic, poison",,3,3,0,2,0,1,0
Sea Dragon Wyrmling,Dragon,Medium,,2,52,17,17,10,15,13,11,15,30,60,40,0,0,,cold,,0,1,0,2,1,1,0
Sea Hag,Fey,Medium,"Underwater, Feywild, Coastal, Plane Of Water, Desert, Water",2,52,14,16,13,16,12,12,13,30,0,40,0,0,,,,0,0,0,2,0,1,0
Sea Hag,Fey,Medium,,2,52,14,16,12,16,12,12,16,30,0,40,0,0,,,,0,0,0,2,0,1,0
Sea Horse,Beast,Tiny,"Ocean, Lake, Water, Plane Of Water",0,1,11,1,12,8,1,10,2,0,0,20,0,0,,,,0,0,0,1,0,0,0
Sea Serpent,Monstrosity,Gargantuan,,16,247,17,28,10,22,4,14,8,10,0,50,0,0,,,,0,0,0,2,0,1,0
Sea Hag,Fey,medium,,2,51,14,16,12,14,12,12,12,30,0,40,0,0,Fey Resilience,frightened,,1,1,0,1,0,1,0
Sea Dragon Wyrmling,Dragon,Medium,,3,52,17,17,10,15,13,11,15,40,30,0,0,0,False,cold,False,1,1,1,3,1,1,0
Seahorse,Beast,Tiny,,0,1,11,1,12,8,2,10,4,0,0,20,0,0,,,,0,0,0,1,0,0,0
Seahorse,Beast,tiny,,0,9,11,1,10,8,1,10,2,0,0,20,0,0,,,,0,0,0,1,0,0,0
"Seahorse, Giant",Beast,large,,1/2,25,13,12,14,10,2,12,4,0,0,40,0,0,,,,0,0,0,1,0,0,0
Selang,Fey,Medium,,4,76,15,18,15,18,12,14,19,40,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, lightning",,3,2,0,2,0,1,0
Selang,Fey,Medium,,4,76,15,18,15,18,12,14,19,40,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks","acid, lightning",False,3,2,1,2,0,1,0
Sentinel in Darkness,Construct,Large,,7,127,13,20,9,16,6,18,1,30,0,0,0,0,"bludgeoning, piercing, and slashing from nonmagical attacks",poison,,3,1,0,2,0,0,0
Serpentfolk of Yig,Humanoid,Medium,,1,40,12,11,14,11,14,11,14,30,0,0,0,0,,poison,,0,1,0,2,0,1,0
Serpentine Lamia,Monstrosity,Medium,,1,36,13,12,15,11,8,13,15,30,0,20,0,20,,,,0,0,0,2,0,1,0
Serpopard,Beast,Large,,4,85,15,17,16,16,2,12,6,40,0,30,0,0,poison,,,1,0,0,2,0,1,0
Serpopard,Monstrosity,Large,,4,85,15,17,16,16,2,12,6,30,0,0,0,0,poison,False,False,1,1,1,2,0,1,0
Servant of the Unsated God,Undead,Medium,,4,82,17,17,12,16,11,16,12,30,0,0,0,0,necrotic,poison,,1,1,0,2,0,1,0
Servant of the Vine,Humanoid,Medium,,6,72,16,10,15,11,13,16,14,30,0,0,0,0,,,,0,0,0,2,0,1,0
Servant of Yig,Aberration,Medium,,4,90,12,15,14,16,14,12,14,30,0,30,0,0,,poison,,0,1,0,3,1,1,0
Sewer Weird,Elemental,Large,,8,136,15,10,19,17,5,10,3,30,0,60,0,0,"acid, cold; nonmagic B/P/S attacks",poison,,3,1,0,2,0,1,0
Shabti,Construct,Medium,,8,102,17,14,20,18,6,11,6,40,0,0,0,0,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons",,0,5,0,2,0,1,0
Shadhavar,Monstrosity,Large,,2,97,14,14,15,14,8,10,16,50,0,0,0,0,,,,0,0,0,2,0,1,0
Shadhavar,Monstrosity,Large,,2,82,14,14,15,14,8,10,16,50,0,0,0,0,False,False,False,1,1,1,2,0,1,0
Shadow,Undead,Medium,"Underdark, Urban, Shadowfell, Caverns, Ruin, Tomb",1/2,16,12,6,14,13,6,10,8,40,0,0,0,0,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison",radiant,8,2,1,2,0,1,0
Shadow,Undead,Medium,,1,18,12,6,14,10,8,10,14,40,0,0,0,0,"acid, cold, fire, lightning, thunder; damage from nonmagical weapons","necrotic, poison",radiant,6,2,1,2,0,1,0
Shadow Beast,Fey,Medium,,7,135,14,20,18,17,14,14,19,0,40,0,0,0,,,,0,0,0,2,0,1,0
Shadow Blight,Plant,Small,,1,65,13,13,15,16,5,16,3,40,0,0,0,0,"cold, necrotic",,fire,2,0,1,2,1,0,0
Shadow Boxer,Fey,Small,,3,55,13,10,17,15,12,17,17,40,0,0,0,30,,,,0,0,0,1,0,0,0
Shadow Demon,Fiend,Medium,,4,45,13,5,16,10,12,14,16,30,50,0,0,0,"acid, fire, thunder; damage from nonmagical weapons","cold, lightning, necrotic, poison",radiant,4,4,1,2,0,1,0
Shadow Dragon Wyrmling,Dragon,Medium,,3,52,16,14,14,14,10,10,14,30,60,30,0,30,"acid, cold, fire, lightning, thunder; damage from nonmagical weapons","necrotic, poison",,6,2,0,2,0,1,0
Shadow Elf Champion Warrior,Humanoid,Medium,,5,90,16,18,18,16,10,12,14,40,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Elf High Priest,Humanoid,Medium,,6,82,18,14,10,16,12,18,16,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Elf Mage,Humanoid,Medium,,6,67,12,10,14,16,16,12,10,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Elf Spellcaster Drider,Monstrosity,Large,,6,114,17,18,16,18,10,16,12,30,0,0,0,30,poison,,,1,0,0,2,0,1,0
Shadow Elf Warrior,Humanoid,Medium,,1/4,11,13,12,12,12,10,14,10,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey,Humanoid,Medium,,1/4,31,15,10,14,10,11,11,13,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey Ambassador,Humanoid,Medium,,9,161,16,13,18,18,16,16,20,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey Duelist,Humanoid,Medium,,6,117,17,13,20,14,13,12,16,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey Enchantress,Humanoid,Medium,,7,123,16,10,15,14,12,17,18,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey Forest Hunter,Humanoid,Medium,,5,104,15,12,18,12,11,12,16,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey Guardian,Humanoid,Large,,4,110,15,18,14,16,6,14,8,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Fey Poisoner,Humanoid,Medium,,11,112,16,11,18,16,13,11,14,30,0,0,0,0,,poison,,0,1,0,2,0,1,0
Shadow Giant,Giant,Huge,,15,209,17,18,25,17,12,13,21,40,0,0,0,0,"cold, necrotic",,,2,0,0,2,0,1,0
Shadow Goblin,Humanoid,Small,,1/2,13,13,10,16,12,13,12,8,30,0,0,0,0,,,,0,0,0,2,0,1,0
Shadow Lurker,Fey,Medium,,5,84,16,10,22,14,12,14,16,40,0,0,0,0,cold,necrotic,,1,1,0,2,0,1,0
Shadow of Death,Celestial,Large,,21,250,18,7,26,24,25,25,30,50,0,0,0,0,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison",radiant,7,3,1,2,0,0,0
Shadow Ooze,Ooze,Medium,,3,76,8,16,6,18,2,6,2,20,0,0,0,20,,"acid, necrotic",,0,2,0,2,1,0,0
